Opening,Axis1_Memory,Axis2_Tactical,Axis3_Middlegame,Axis4_Aggressive
Italian Game,41.66666666666667,69.83619513685666,75.22387417876473,100.0
Sicilian Defense: Old Sicilian,25.0,89.75515610222573,39.76800077025277,0.0
Hungarian Opening: Indian Defense,8.333333333333332,79.93849238206131,2.512369209103155,100.0
Horwitz Defense,25.0,13.12347299908149,2.2574462189285573,100.0
English Opening: Symmetrical Variation,8.333333333333332,12.698421676288612,0.2895684442203652,33.753069810776104
Zukertort Opening: Kingside Fianchetto,8.333333333333332,69.23088626332637,0.5360655163794027,70.61122787695976
Zukertort Opening: Tennison Gambit,58.333333333333336,40.77818012259199,86.24381570193698,48.58399344615823
Sicilian Defense: Smith-Morra Gambit,58.333333333333336,67.5543469868623,52.888785561731154,87.67004099149212
Zukertort Opening: Queenside Fianchetto Variation,8.333333333333332,10.463827198790963,1.8236827806497375,0.0
St. George Defense,16.666666666666664,9.248270730589354,3.8711936596007,94.54803537982396
"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",25.0,14.520876992983329,18.313400701237047,100.0
Queen's Gambit Accepted: Old Variation,58.333333333333336,18.24440483495859,11.36416664662602,52.07259421636905
Bishop's Opening: Berlin Defense,33.33333333333333,57.35561305682606,2.9158272989677427,78.29345193906629
Semi-Slav Defense: Main Line,66.66666666666666,77.95714495339129,31.313666905390214,78.8342557429057
French Defense: Normal Variation,16.666666666666664,8.56123819281695,0.41459723581909086,100.0
Hungarian Opening: Catalan Formation,0.0,41.111958165018045,1.2613306277589122,14.54220068035969
Sicilian Defense: Hyperaccelerated Dragon,25.0,92.72946586025911,2.995681180118464,8.98226144927154
Sicilian Defense: Closed,25.0,60.90210514054321,1.0397789873214094,0.0
Queen's Pawn Game: Zukertort Variation,25.0,35.75115216399331,46.49782693108182,73.57467694162196
Englund Gambit,8.333333333333332,95.47107543759917,76.52225524047226,0.0
Queen's Pawn Game: Colle System,33.33333333333333,27.907902725640977,8.091769380467044,57.988357920679725
King's Indian Attack,58.333333333333336,0.22402324588634415,1.8217150406659488,45.0250248793953
Four Knights Game: Italian Variation,66.66666666666666,80.32167522847206,1.0679958631663078,100.0
Nimzo-Larsen Attack: Classical Variation,8.333333333333332,43.79781145924185,55.25750585499682,0.0
Queen's Gambit Declined: Exchange Variation,58.333333333333336,21.20200671079131,1.5652769052803142,52.74830621459373
Queen's Pawn Game: Levitsky Attack,16.666666666666664,19.27674616855804,55.86052641803788,0.0
Queen's Gambit Accepted,25.0,60.84097652967668,6.786057842727043,52.88909742453162
Queen's Pawn Game,8.333333333333332,53.51795113770892,0.4124463754386832,100.0
Hungarian Opening: Sicilian Invitation,8.333333333333332,39.54653606757288,96.04459723735961,100.0
Van Geet Opening,0.0,30.404491688309825,55.25750585499682,0.0
Queen's Gambit Declined: Queen's Knight Variation,33.33333333333333,10.45904723170784,63.996537350226134,0.0
Bird Opening: From's Gambit,33.33333333333333,49.22064313659231,55.25750585499682,0.0
Zukertort Opening: Pirc Invitation,8.333333333333332,53.68871009546374,1.2110312981509779,100.0
Queen's Pawn Game: Torre Attack,33.33333333333333,36.48363776994112,1.010021315381746,100.0
English Defense,25.0,60.795530902337134,5.846219089367633,84.01720913808369
"English Opening: Symmetrical Variation, Normal Variation",25.0,45.31485707872336,1.3407564224535782,0.0
Sicilian Defense: Franco-Sicilian Variation,41.66666666666667,17.233411062594254,2.5457369321769217,100.0
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,41.66666666666667,77.54009824499374,2.498802201430528,88.54583193129045
Sicilian Defense: Four Knights Variation,33.33333333333333,85.67509591957,55.25750585499682,0.0
Philidor Defense: Exchange Variation,58.333333333333336,49.63931453010637,0.6803812398880953,4.640576206935609
Vienna Game: Vienna Gambit,33.33333333333333,3.1603345336978244,0.9393058683825555,100.0
"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",75.0,66.92999536262066,23.129888786431682,69.59481247448697
Zukertort Opening: Black Mustang Defense,8.333333333333332,67.52405707509469,2.50105573382697,1.4875877780685087
Nimzo-Larsen Attack,0.0,60.30629202937511,4.0904247647459995,76.00366461505902
"French Defense: Advance Variation, Nimzowitsch System",58.333333333333336,0.0,54.485090368537655,70.44274385186803
French Defense: La Bourdonnais Variation,25.0,43.10226990452046,2.8258516006108727,100.0
Nimzowitsch Defense,8.333333333333332,3.595333858107022,55.25750585499682,0.0
Italian Game: Anti-Fried Liver Defense,41.66666666666667,88.31346498329935,3.273221944547744,0.8780279057062579
Zukertort Opening: Queen's Gambit Invitation,8.333333333333332,92.72014561925891,31.521029359954895,15.23304476576982
Caro-Kann Defense: Two Knights Attack,41.66666666666667,92.35456187340313,1.646239036794362,62.80474590592835
King's Pawn Game: Busch-Gass Gambit,33.33333333333333,60.56244375972029,7.124057646774348,85.60457570565816
"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",33.33333333333333,18.78152446139597,3.117557668971965,44.08813890506984
Bishop's Opening,16.666666666666664,22.989914693728185,36.08843689451069,73.0325246851218
Queen's Pawn Game: Krause Variation,33.33333333333333,84.95986205263571,77.68134663667043,23.52965843869331
Benoni Defense: Benoni Gambit Accepted,16.666666666666664,64.17258533651497,55.25750585499682,0.0
Bird Opening,0.0,42.673238902264366,0.388776716816537,92.62662162927788
Sicilian Defense: French Variation,33.33333333333333,37.53822353933637,2.231429633681628,30.293576089048845
Italian Game: Two Knights Defense,50.0,70.14211874654288,43.902752492499246,48.63032080007777
"French Defense: Classical Variation, Steinitz Variation",58.333333333333336,17.698877181125148,4.620091136003534,34.45734253611395
English Opening: The Whale,16.666666666666664,6.6977534143704665,0.41204964483137496,100.0
Mieses Opening: Reversed Rat,8.333333333333332,5.929088216959974,79.28632305039551,73.65281877072593
Scandinavian Defense: Main Line,41.66666666666667,80.02191504254623,39.40919363296088,71.37762592363335
Caro-Kann Defense: Hillbilly Attack,16.666666666666664,9.739195650700715,1.1836510721204823,100.0
Queen's Pawn Game: London System,33.33333333333333,6.217448378302949,3.2564375379227477,100.0
"Italian Game: Giuoco Pianissimo, Normal",83.33333333333334,83.96695765129003,6.119504662119935,61.5288774415849
Four Knights Game: Scotch Variation Accepted,83.33333333333334,68.57581030296103,2.622342230283618,47.111615521887984
Queen's Pawn Game: Symmetrical Variation,25.0,64.9924373443216,30.864752771774434,0.0
Scotch Game: Classical Variation,91.66666666666666,77.56925783350391,49.71615347119063,100.0
Queen's Pawn Game: Mason Attack,16.666666666666664,17.179444911058493,71.43326686387577,88.75628529107057
Nimzo-Larsen Attack: Indian Variation,16.666666666666664,92.60703862291452,55.25750585499682,0.0
King's Pawn Game: Damiano Defense,50.0,46.26710487573095,6.667556779368517,61.684360942345826
Ruy Lopez: Cozio Defense,41.66666666666667,37.60365325226519,11.19789855012567,60.3044194788723
"English Opening: King's English Variation, Reversed Sicilian",16.666666666666664,51.060932630889475,1.195031946305372,3.03993366183743
English Opening: Anglo-Indian Defense,16.666666666666664,40.09836649708286,4.065939671992826,0.0
Ruy Lopez,33.33333333333333,12.550232706950194,2.2080761728855536,100.0
English Opening: Anglo-Scandinavian Defense,8.333333333333332,51.861756960438264,55.25750585499682,100.0
Hungarian Opening: Symmetrical Variation,8.333333333333332,73.70758152672038,32.10726769075066,17.17308691078891
Pirc Defense: Classical Variation,16.666666666666664,13.667626028960242,42.44771262966692,6.900013384528307
Sicilian Defense: Open,33.33333333333333,66.82550554568722,1.0284221837610161,100.0
Ruy Lopez: Bird Variation,58.333333333333336,21.826103747176383,11.9916549304574,0.0
Sicilian Defense: Najdorf Variation,91.66666666666666,46.442487140340916,3.7208036421616284,85.43628840123044
Modern Defense: Standard Defense,41.66666666666667,42.796241090564294,6.274581085017049,28.313609891494128
Rat Defense: Small Center Defense,25.0,52.560007785345,6.796548691058479,61.72931336793576
"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",33.33333333333333,18.611549987558046,55.25750585499682,0.0
Scandinavian Defense: Gubinsky-Melts Defense,66.66666666666666,42.51553160812184,8.154808511032085,100.0
Sicilian Defense: Delayed Alapin Variation,41.66666666666667,81.54774196957813,0.7526796324675874,76.9323754046112
King's Knight Opening,16.666666666666664,79.07181124113332,55.25750585499682,0.0
Slav Defense: Modern Line,33.33333333333333,54.62160354215554,8.832475060359204,100.0
Caro-Kann Defense: Classical Variation,75.0,39.00449796656969,100.0,0.0
Rat Defense: Harmonist,16.666666666666664,81.26207538246608,1.8562747828044623,12.412724545262924
French Defense: Queen's Knight,16.666666666666664,35.710039989534614,0.5755875989540961,81.18970849626756
Grob Opening,33.33333333333333,69.66738577960264,1.85729391985206,100.0
King's Pawn Game: Leonardis Variation,16.666666666666664,35.002097318835325,2.6045820008482443,79.77727225594381
King's Knight Opening: Normal Variation,33.33333333333333,79.46969583712739,47.08560526271574,77.28330629267575
Ruy Lopez: Classical Variation,50.0,38.74219284165062,63.02020860850595,0.0
English Opening: Great Snake Variation,33.33333333333333,75.88626432969015,2.67989875568108,6.972587320078941
Semi-Slav Defense: Accelerated Move Order,41.66666666666667,99.46362777367537,54.620443853389474,36.159551126022365
East Indian Defense,41.66666666666667,25.536190258754303,33.22380065215225,34.61219172879549
Center Game: Normal Variation,41.66666666666667,72.74586716335232,4.457522960024871,100.0
Alekhine Defense: Scandinavian Variation,41.66666666666667,27.82860444262212,0.516633123567217,42.00761376251528
Benoni Defense: Old Benoni,25.0,76.33685777617467,1.2182775097414713,23.617049335866547
Alekhine Defense,41.66666666666667,25.82726074778645,1.6645573601475612,36.55596089350247
Mikenas Defense,8.333333333333332,69.00821503442603,20.016799128916897,100.0
French Defense: Rubinstein Variation,50.0,50.22689053426416,3.6184035461812383,100.0
Slav Defense: Three Knights Variation,50.0,46.530262995539786,86.47602611513318,0.0
Slav Defense: Exchange Variation,8.333333333333332,71.73518269314691,1.576342857024171,90.95812523180804
Pirc Defense,25.0,70.159804971644,87.6687897844086,85.60449132497145
Hungarian Opening: Slav Formation,25.0,21.57900133860521,32.031488267995236,25.79271461737857
"Italian Game: Two Knights Defense, Fried Liver Attack",100.0,28.848578226662763,55.25750585499682,0.0
English Opening: Caro-Kann Defensive System,8.333333333333332,24.912251510959646,56.4652356520821,100.0
Clemenz Opening,0.0,30.619531656084177,4.790011607046296,8.794529038682128
English Opening,0.0,26.80803721032003,1.0529562357037636,68.60382277535226
"King's Indian Defense: Normal Variation, Rare Defenses",66.66666666666666,61.471877115826715,1.4093740321246615,0.0
Nimzo-Indian Defense: Ragozin Variation,25.0,66.74088789819487,2.063888903404121,100.0
Benoni Defense,33.33333333333333,36.388424902341875,2.5578575722961476,36.73803299633402
English Opening: Agincourt Defense,16.666666666666664,47.87721328428901,2.310291064914315,42.94319490441225
French Defense: Advance Variation,58.333333333333336,22.549884514279693,1.1997601650318304,100.0
Zukertort Opening: Old Indian Attack,0.0,9.772272399284363,42.847872141477716,0.0
"English Opening: King's English Variation, Two Knights Variation",25.0,28.344169144665905,15.669229114212394,68.94438325982681
"Sicilian Defense: Accelerated Dragon, Modern Variation",83.33333333333334,41.14556838638574,0.010916225723912251,19.197027296930287
Vienna Game: Max Lange Defense,25.0,57.95338028235548,98.23462585926673,100.0
Queen's Pawn Game: Anglo-Slav Opening,25.0,97.60334913240236,25.855980656219057,85.4635222218792
Queen's Pawn Game: Stonewall Attack,33.33333333333333,47.12609747204215,1.297601440947236,0.0
Nimzo-Indian Defense,41.66666666666667,90.37970980443015,0.345591789519901,82.55062790917466
Caro-Kann Defense: Breyer Variation,33.33333333333333,90.27662742465826,4.360666116108483,5.830683367059599
Petrov's Defense,25.0,33.038942341635874,18.90066521782545,41.70141953292951
Dutch Defense,16.666666666666664,93.97625605776521,1.2572256260648993,44.08170714395279
"French Defense: Exchange Variation, Monte Carlo Variation",50.0,56.62364310073813,1.5003482410813374,100.0
Ruy Lopez: Exchange Variation,58.333333333333336,10.354000046169817,13.87463478759143,92.52608817157378
Modern Defense: Two Knights Variation,50.0,59.30814111560164,0.39586942568299893,100.0
King's Gambit,16.666666666666664,55.78653001194706,2.48403667197354,100.0
"English Opening: Anglo-Indian Defense, Queen's Knight Variation",25.0,84.392086845099,1.619717078362432,56.781640997271346
Sicilian Defense: Grand Prix Attack,33.33333333333333,70.63031925901784,2.5756057276078304,21.76990127141579
Blackmar-Diemer Gambit,16.666666666666664,89.91849168066449,9.68294452068939,76.33033741410675
Vienna Game: Falkbeer Variation,25.0,35.4387030350808,55.25750585499682,0.0
"Sicilian Defense: Kan Variation, Knight Variation",66.66666666666666,37.537992368957255,2.072347694484153,90.89621995767428
Queen's Pawn Game: Anti-Torre,25.0,36.252817839022505,2.955832809528775,100.0
Nimzo-Larsen Attack: English Variation,8.333333333333332,58.365928347582354,3.0186896485451715,100.0
Center Game: Paulsen Attack Variation,66.66666666666666,99.76529631408056,2.3210749043929857,63.61531360262397
Bishop's Opening: Philidor Counterattack,25.0,85.15622898086293,0.0,48.440844744850295
Vienna Game: Stanley Variation,33.33333333333333,25.99709775373128,1.5666933870939128,77.71592274738386
Ponziani Opening,33.33333333333333,43.06587826943034,2.495183600248635,58.92919930565746
Four Knights Game,16.666666666666664,55.61865858659899,1.105413970003471,100.0
Queen's Gambit,16.666666666666664,21.26345843709185,21.126831347551516,93.1738714627216
Bird Opening: Dutch Variation,16.666666666666664,100.0,0.4342370925247141,58.4623960849387
Duras Gambit,8.333333333333332,65.13509906149606,2.809679829369803,10.06533079807248
Zukertort Opening: Slav Invitation,8.333333333333332,81.76165234589278,2.087576115425696,100.0
Scotch Game: Scotch Gambit,50.0,18.440193223011033,3.7582603338674856,33.1129178586383
Queen's Gambit Declined: Normal Defense,25.0,83.6213380889847,7.58916702995048,100.0
Scandinavian Defense: Blackburne-Kloosterboer Gambit,25.0,38.85523678043374,2.678330712930441,2.439752280768932
Alekhine Defense: Normal Variation,41.66666666666667,28.39567879340168,55.25750585499682,0.0
French Defense: Steiner Variation,25.0,88.52252915924768,3.278800384798039,0.0
"Italian Game: Two Knights Defense, Modern Bishop's Opening",50.0,76.89502029517818,1.137045032954023,10.415195448859542
Dutch Defense: Queen's Knight Variation,33.33333333333333,0.4893291764981704,2.2018183394240403,38.6983270205269
Trompowsky Attack,25.0,79.67295998448733,8.283909898329808,79.5234830355822
Ponziani Opening: Jaenisch Counterattack,41.66666666666667,1.6703660844947739,2.1326759975129295,84.20768888757958
London System,16.666666666666664,8.57057166354943,4.623536809518817,100.0
Modern Defense: Standard Line,33.33333333333333,42.96164336349474,1.9650973100662434,0.0
King's Indian Defense,75.0,47.261343391574336,87.45713292403553,79.19166178213604
Italian Game: Giuoco Pianissimo,50.0,4.547028573938344,23.592366888704483,55.93421854201333
Vienna Game: Anderssen Defense,25.0,51.10974820988611,66.19472187015658,100.0
Italian Game: Hungarian Defense,41.66666666666667,48.844546908055115,11.581377853221683,87.23369425699363
Goldsmith Defense,16.666666666666664,47.747091899511815,35.73127951775598,100.0
Scandinavian Defense: Blackburne Gambit,41.66666666666667,24.59727663671859,79.12057956761882,16.340871424208423
